index,tweet,clean_tweet,topic,negative,neutral,positive
1535003,@vicequeenmaria Just tag the video #140conf and #shoutout. This is at least what I am looking for. ,@user Just tag the video #140conf and #shoutout. This is at least what I am looking for. ,6,0.08895528,0.498867,0.4121776
488414,"http://twitpic.com/7hn8s - Naay and Mandy - missing you two sooooo much, girlz ","http - Naay and Mandy - missing you two sooooo much, girlz ",0,0.055261306,0.39315477,0.551584
1082884,snoozing on my mum's lap after a busy day. lap naps rule. ,snoozing on my mum's lap after a busy day. lap naps rule. ,1,0.052163363,0.4678399,0.47999692
183659,And now I gotta drive all the way downtown FUUUUUUUUUUUUUUUUKKkk &gt;_&lt; I guess my Good Luck Friday couldn't keep it up   ,And now I gotta drive all the way downtown FUUUUUUUUUUUUUUUUKKkk &gt;_&lt; I guess my Good Luck Friday couldn't keep it up   ,5,0.85745054,0.12143139,0.021117989
518529,woke up far too late today ,woke up far too late today ,1,0.7674126,0.20585617,0.026731132
1578295,says just peeking...i'm home now but i gotta cook dinner   http://plurk.com/p/11a89t,says just peeking...i'm home now but i gotta cook dinner   http,0,0.1482205,0.7634151,0.088364474
20276,http://twitpic.com/3l50n - and there it is in my hand man i almost cried ,http - and there it is in my hand man i almost cried ,0,0.2481585,0.4541998,0.2976418
667280,and we'll have a pictorial later. soooo bad.. ,and we'll have a pictorial later. soooo bad.. ,7,0.92227364,0.069258265,0.008468101
49159,Worrk worrk worrk. Hate the whole every weekend thing ,Worrk worrk worrk. Hate the whole every weekend thing ,5,0.9549762,0.0383507,0.0066732466
230224,this weekend has been long cold and boring but i still dont want it to end...mondays ,this weekend has been long cold and boring but i still dont want it to end...mondays ,5,0.94179153,0.049174495,0.009034031
1096714,Love the new gloss! ,Love the new gloss! ,3,0.002085699,0.012516233,0.98539793
807003,"@MmmBaileys Have a good day Jessie, and I'll tell you for why, it's your birthday! ","@user Have a good day Jessie, and I'll tell you for why, it's your birthday! ",2,0.0019117085,0.02175851,0.97632974
320835,"@I_am_Heather Some guys just seem able to grow it without it looking silly. Mine far too straight, and grows towards the sun ","@user Some guys just seem able to grow it without it looking silly. Mine far too straight, and grows towards the sun ",3,0.03150929,0.37279373,0.5956971
384988,monday is getting faster more than me to my text books oh no ,monday is getting faster more than me to my text books oh no ,5,0.20892034,0.44677505,0.3443046
44449,Super exhausted ,Super exhausted ,1,0.53541344,0.36010298,0.10448359
432311,rainy day in assisi! ,rainy day in assisi! ,4,0.08151257,0.6520336,0.2664538
874460,@lilyroseallen happy birthday ,@user happy birthday ,2,0.0021279454,0.025190268,0.9726818
1399491,@Roxywaves99 thanks!  I got my hair done last weekend...still debating indy ,@user thanks!  I got my hair done last weekend...still debating indy ,3,0.008788995,0.23058772,0.76062334
707327,I keep fucking waking up after every episode goes off ,I keep fucking waking up after every episode goes off ,1,0.9442647,0.048359655,0.007375714
1309911,Another night that my phone and I are both done before 10. Passed on Bethesda and the Spearmint Rhino. Yawn ,Another night that my phone and I are both done before 10. Passed on Bethesda and the Spearmint Rhino. Yawn ,1,0.69084907,0.2624034,0.046747614
928041,"husband agrees, I was not meant to be blond... will be red by tomorrow ","husband agrees, I was not meant to be blond... will be red by tomorrow ",3,0.29698178,0.6275387,0.07547971
1483614,http://twitpic.com/6ul1g - im in love with this guy ,http - im in love with this guy ,0,0.007872786,0.029991282,0.962136
713620,Pissed off :|  Raining so cant go train ,Pissed off :|  Raining so cant go train ,4,0.94718957,0.047014657,0.0057956222
731029,feels bored with my holiday  http://plurk.com/p/12mp6l,feels bored with my holiday  http,0,0.8802184,0.10427461,0.0155070275
212196,@seblagg haha mine too- this humidity has got to go!!! Hubs doesn't want me to cut my hair. ,@user haha mine too- this humidity has got to go!!! Hubs doesn't want me to cut my hair. ,3,0.79192626,0.1811802,0.026893519
1018620,is lovin blahgirls.com ,is lovin blahgirls.com ,0,0.031262632,0.42125952,0.5474779
1150483,"Ready to Sleep and had a goood day  I got a haircut, visited grannie, and worked.","Ready to Sleep and had a goood day  I got a haircut, visited grannie, and worked.",3,0.0042288345,0.07773614,0.918035
194799,http://twitpic.com/68yp7 - having a fun time with my birdie...may be one of the last ones ,http - having a fun time with my birdie...may be one of the last ones ,0,0.0033691584,0.04089993,0.95573103
551342,Crazy up in work. I still don't have Friday off.  and I'm missing M.,Crazy up in work. I still don't have Friday off.  and I'm missing M.,5,0.8142015,0.15598746,0.029811088
1331741,"@tommcfly a riddle: What has a neck and no head, two arms but no hands? ","@user a riddle: What has a neck and no head, two arms but no hands? ",3,0.24405004,0.7154231,0.040526833
459862,hmm looks like im just going to stick with http://LiveStream.com/charlieboy808 for now... lots of features just no extra cam fun ,hmm looks like im just going to stick with http for now... lots of features just no extra cam fun ,0,0.060310386,0.32233855,0.61735106
240322,my hair being a bitch to mee ,my hair being a bitch to mee ,3,0.883435,0.10498571,0.011579269
376799,weekend = work = suckiness = ,weekend = work = suckiness = ,5,0.8485769,0.13740362,0.01401939
753750,http://twitpic.com/85a7n - Piece of crap ,http - Piece of crap ,0,0.9268271,0.06200602,0.01116702
1500792,THANKYOU for having a birthday mrs.queen ,THANKYOU for having a birthday mrs.queen ,2,0.0015316437,0.02659618,0.97187215
1018796,"is grateful for the birthday wishes, great weather, long weekend, and abundance of good times  Thanks everyone!!!","is grateful for the birthday wishes, great weather, long weekend, and abundance of good times  Thanks everyone!!!",2,0.0013679141,0.0065336074,0.9920983
394183,It's raining ,It's raining ,4,0.08257261,0.6212667,0.29616073
804531,"@arabsodmg www.youtube.com/Titomi15..WATCH THE VIDEOS,COMMENT&amp;SUSCRIBE!!  &amp; FOLLOW me , Cheers x","@user www.youtube.com/Titomi15..WATCH THE VIDEOS,COMMENT&amp;SUSCRIBE!!  &amp; FOLLOW me , Cheers x",6,0.011925137,0.37581533,0.6122597
115792,Clueless   http://twitpic.com/5dbax,Clueless   http,0,0.71393126,0.26270592,0.02336282
674644,will be moving to Cainta later. I think there's no internet there yet. Am gonna miss doing this  http://plurk.com/p/12b8zm,will be moving to Cainta later. I think there's no internet there yet. Am gonna miss doing this  http,0,0.8044687,0.16344506,0.03208635
1347468,@jackiediva Cim said the same thing! and is using BS!  BTW I just added your friend...Thank you and I love the pics ,@user Cim said the same thing! and is using BS!  BTW I just added your friend...Thank you and I love the pics ,7,0.046971872,0.15607484,0.7969533
446011,My hair is so short! ,My hair is so short! ,3,0.5399856,0.36692938,0.09308499
1007700,http://bit.ly/mHmYO  This is so awesome! ,http  This is so awesome! ,0,0.0020354951,0.008141417,0.98982304
466477,"way too awake for 9am!!! fun day ahead of me, then going home ","way too awake for 9am!!! fun day ahead of me, then going home ",1,0.0047358437,0.04616173,0.94910246
1169338,#MissedConnections S - I know what I want - m4m (SOMA / south beach) 30yr:    http://buzzup.com/4pdx,#MissedConnections S - I know what I want - m4m (SOMA / south beach) 30yr:    http,0,0.12346697,0.775469,0.10106413
1215032,feels good because yooooou're here  http://plurk.com/p/xl3cw,feels good because yooooou're here  http,0,0.0013848745,0.011322345,0.9872927
793780,a &quot;just because&quot; blip. now I need to get working  â« http://blip.fm/~8utu7,a &quot;just because&quot; blip. now I need to get working  â« http,0,0.45425642,0.48463774,0.061105877
230698,Photo: endofmarch: Makes me want for long hair again  http://tumblr.com/x6s1wuy05,Photo: endofmarch: Makes me want for long hair again  http,3,0.0047478257,0.229739,0.7655132
163491,@epic_zorz_peep count yourself lucky i was gonna say the OTHER word instead...and rsvp...sorry i cant come to ur birthday...day? ,@user count yourself lucky i was gonna say the OTHER word instead...and rsvp...sorry i cant come to ur birthday...day? ,2,0.5557906,0.35629848,0.0879109
688941,This breaks my heart: http://bit.ly/5NMvY  ,This breaks my heart: http  ,0,0.96435076,0.03021111,0.0054381494
750846,Loving that its my birthday 2mro and im sick  and working...,Loving that its my birthday 2mro and im sick  and working...,2,0.02408859,0.0599202,0.9159911
833951,@luckystar37 blarg!! i got some good joey pics in all white. ,@user blarg!! i got some good joey pics in all white. ,7,0.0023606785,0.049046602,0.9485926
58139,doesnt want the weekend to end ,doesnt want the weekend to end ,5,0.4574504,0.4203975,0.122152075
1489728,"That's it, it's open! http://rockmysocks.org - who can comment first? ","That's it, it's open! http - who can comment first? ",0,0.031197889,0.6747122,0.29408988
721707,is a wimp.  http://plurk.com/p/12ke8u,is a wimp.  http,0,0.8882463,0.09809428,0.013659433
87638,@tiffanie how come you weren't at natalie's birthday party? i saw pics and the other girls were there but you werent ,@user how come you weren't at natalie's birthday party? i saw pics and the other girls were there but you werent ,2,0.35998157,0.5860342,0.053984214
693240,uhhhhhhh im goin back 2 sleep ,uhhhhhhh im goin back 2 sleep ,1,0.1262433,0.749897,0.123859756
566460,Another raining day here in NashNash  no laying out for me...what will I do?,Another raining day here in NashNash  no laying out for me...what will I do?,4,0.70115596,0.27418256,0.024661496
1335016,It's my birthday!! ,It's my birthday!! ,2,0.0015252067,0.042277407,0.9561974
124875,http://twitpic.com/5f2ry - God I miss home this was on my doorstep ,http - God I miss home this was on my doorstep ,0,0.46886483,0.41395766,0.11717753
676013,I managed to shave.. But Couldnt make it to dinner. ,I managed to shave.. But Couldnt make it to dinner. ,3,0.57912415,0.37820473,0.042671088
335540,somehow i found my way to heath ledger tribute videos on youtube  how did i get here? and why am i so distraught?,somehow i found my way to heath ledger tribute videos on youtube  how did i get here? and why am i so distraught?,6,0.43579245,0.44476864,0.119438864
616913,I'm Wiith My Friiend And Its Raining Here .. Sa Very Suck ,I'm Wiith My Friiend And Its Raining Here .. Sa Very Suck ,4,0.8267911,0.1517488,0.021460213
593937,has to wake up to early ,has to wake up to early ,1,0.097610764,0.66384566,0.23854364
722742,Damn! They just closed   how lame is that http://twitpic.com/7z7ar,Damn! They just closed   how lame is that http,0,0.95817894,0.03561743,0.0062037185
305203,can't sleep .. so much to thin about ,can't sleep .. so much to thin about ,1,0.70030105,0.26232845,0.037370548
710985,"Watched Nancy Drew...wish I had a Ned.  Now, a nap sounds wonderful.","Watched Nancy Drew...wish I had a Ned.  Now, a nap sounds wonderful.",1,0.005404304,0.05036736,0.9442285
159218,I had my boyfriend cut my hair instead... Maybe it wasn't such a good idea...? ,I had my boyfriend cut my hair instead... Maybe it wasn't such a good idea...? ,3,0.62493706,0.35150307,0.023559825
1151853,is karma up again  http://plurk.com/p/xc659,is karma up again  http,0,0.39821905,0.572841,0.02893996
1454915,"@Moni7dSHEGETDOE haha yes! youre awesome, i love a good slowdance in the rain. takes me back. i think u mightve saved the day ","@user haha yes! youre awesome, i love a good slowdance in the rain. takes me back. i think u mightve saved the day ",4,0.0013079958,0.007645427,0.9910467
628076,(cont) shaving before I wet shaved because I had man-hair and now my legs are all razor burned and sore... *sigh* I just suck.  *hugs*,(cont) shaving before I wet shaved because I had man-hair and now my legs are all razor burned and sore... *sigh* I just suck.  *hugs*,3,0.9595379,0.03593428,0.004527705
53296,"rains forecast for monday, noooooo!!!!!!!! going to be grounded all day... ","rains forecast for monday, noooooo!!!!!!!! going to be grounded all day... ",4,0.7229074,0.23860787,0.038484704
847227,Cleared monstrous weekend workload. Starting monstrous weekday workload. Is there anything else I'd rather be doing?NO ,Cleared monstrous weekend workload. Starting monstrous weekday workload. Is there anything else I'd rather be doing?NO ,5,0.45362568,0.42708036,0.11929384
403868,@secretknives Happy Birthday!!!!!! Sorry I couldn't make it  Hope you get to play a wonderful game of &quot;Who's in My Mouth?&quot;.,@user Happy Birthday!!!!!! Sorry I couldn't make it  Hope you get to play a wonderful game of &quot;Who's in My Mouth?&quot;.,2,0.0068094903,0.02486195,0.9683285
768200,@amymyers Really?  What then?  Sorry I misses your B-Day celebration.  I was out of town. ,@user Really?  What then?  Sorry I misses your B-Day celebration.  I was out of town. ,2,0.60837734,0.32516187,0.06646084
1380180,Ive decided. I would like to steal Blake Livelys hair. Its so long and prettttty ,Ive decided. I would like to steal Blake Livelys hair. Its so long and prettttty ,3,0.02709297,0.24193859,0.7309683
604435,I should be on this site  http://iparklikeanidiot.com/,I should be on this site  http,0,0.14811867,0.56087476,0.29100648
983946,"Oh ya, yesterday was Yuffi's birthday.  My lil' brother turned 3. ","Oh ya, yesterday was Yuffi's birthday.  My lil' brother turned 3. ",2,0.019957896,0.38795263,0.5920894
332590,"goodmorning..i'm very tired,i want to go back to sleep again...but i can't ","goodmorning..i'm very tired,i want to go back to sleep again...but i can't ",1,0.7245925,0.22254615,0.05286131
168528,meditating on my plans for the weekend...gotta work saturday... ,meditating on my plans for the weekend...gotta work saturday... ,5,0.12284272,0.76730365,0.10985354
698634,is very tired from folding ingots for the past 4 days. ,is very tired from folding ingots for the past 4 days. ,1,0.8519008,0.13231434,0.015784973
510869,gotta work saturday ,gotta work saturday ,5,0.31950873,0.618789,0.06170232
1557030,"@lophty_heights Just watched your coming out video...great story, I teared up a bit at the end ","@user Just watched your coming out video...great story, I teared up a bit at the end ",6,0.0058492078,0.04376228,0.9503884
1109354,says &quot;I feel lucky everyday I'm with you&quot;  http://plurk.com/p/x88hf,says &quot;I feel lucky everyday I'm with you&quot;  http,0,0.0025995006,0.039931156,0.95746934
1059522,Home from a haircut. I feel so... naked with virtually no hair ,Home from a haircut. I feel so... naked with virtually no hair ,3,0.4372579,0.45541188,0.10733037
1005253,Cat in a goldfish bowl  http://bit.ly/SHqHT,Cat in a goldfish bowl  http,0,0.08310543,0.830605,0.086289406
1002553,"Wait, today is Friday? ","Wait, today is Friday? ",5,0.19748184,0.7272969,0.07522116
717072,Cant Sleep Gutted ,Cant Sleep Gutted ,1,0.8712188,0.11552523,0.01325615
252812,It's still raining ,It's still raining ,4,0.15788823,0.6538484,0.18826333
300280,i cant get use to this 6 hours ahead sh*t just yet...too hard to go to sleep ,i cant get use to this 6 hours ahead sh*t just yet...too hard to go to sleep ,1,0.91136754,0.07584841,0.012784066
1124615,New video will be up todayyyyyy. ,New video will be up todayyyyyy. ,6,0.002552725,0.5240486,0.4733986
127480,omg the rain... its may the weather should b better not worse! ,omg the rain... its may the weather should b better not worse! ,4,0.059683006,0.25220942,0.68810767
1047523,ah pubmed...so useful  http://tinyurl.com/rywqpp,ah pubmed...so useful  http,0,0.009680743,0.12017872,0.87014055
1304913,@xxnkpxx10121 yeahhh lol...oh umm...i'll make a video of it soon okay?  r u exicting??,@user yeahhh lol...oh umm...i'll make a video of it soon okay?  r u exicting??,6,0.009640202,0.53545123,0.4549088
1451769,http://bit.ly/VwV6H &lt;-- help archie retain his place at the TOP! ,http &lt;-- help archie retain his place at the TOP! ,0,0.004749272,0.18217298,0.8130775
959273,http://twitpic.com/5czhp - My friends are all crazy but i love them....! x ,http - My friends are all crazy but i love them....! x ,0,0.0051306863,0.01498753,0.9798819
1161268,@ebongray Yes I have pictures of the girls (including Steven in drag) from tonight. You must see them. Amazing. ,@user Yes I have pictures of the girls (including Steven in drag) from tonight. You must see them. Amazing. ,7,0.002610526,0.043000583,0.95438886
601164,Woke up to another rainy day in NJ... enough already.  ,Woke up to another rainy day in NJ... enough already.  ,4,0.35782126,0.48335546,0.1588232
848280,@ubley Thank you! Celebrations were duly celebrated... ,@user Thank you! Celebrations were duly celebrated... ,2,0.0009433555,0.012878055,0.9861787
1328920,"@musical_morgan hay hay hay, happy birthday... Hope you have a greate one. Get better! ","@user hay hay hay, happy birthday... Hope you have a greate one. Get better! ",2,0.0014270777,0.009331649,0.98924124
652927,"@james__buckley im ill too, and going out for my friends birthday tonight!.. not sure how its gona turn out for me ","@user im ill too, and going out for my friends birthday tonight!.. not sure how its gona turn out for me ",2,0.8287592,0.15297882,0.01826204
1593231,"@hayleysummer I think you should not choose A or B. Your new bangs are really cute, you just have to get used to them. ","@user I think you should not choose A or B. Your new bangs are really cute, you just have to get used to them. ",3,0.0489664,0.21010329,0.7409302
1492587,Spend your time wisely! watch my new video! 5 stars pleeeeaaasse! Subscribe! www.youtube.com/jradguitarpunk ,Spend your time wisely! watch my new video! 5 stars pleeeeaaasse! Subscribe! www.youtube.com/jradguitarpunk ,6,0.0022713316,0.09001038,0.90771836
1146966,duude! i think i am gonna watch some good vids on YT to get me inspired ,duude! i think i am gonna watch some good vids on YT to get me inspired ,6,0.00089109637,0.024370842,0.97473794
1477458,"@missleah0108 oh man, I know how a shaved, butchered leg feels &amp; OUCH!! I am dangerous in the mornin w/a razor before coffee! ","@user oh man, I know how a shaved, butchered leg feels &amp; OUCH!! I am dangerous in the mornin w/a razor before coffee! ",3,0.82149416,0.15934108,0.019164719
1417550,"http://twitpic.com/6rqdg - Current state of a VST I'm working on.  The UI seems to be working, all C++ ","http - Current state of a VST I'm working on.  The UI seems to be working, all C++ ",0,0.00388147,0.11500202,0.88111645
412636,@manderrx27 Can't see your pic ,@user Can't see your pic ,7,0.6497111,0.32682896,0.02345995
691578,Work on a Saturday.... It's gonna be  a long day. ,Work on a Saturday.... It's gonna be  a long day. ,5,0.29512712,0.522958,0.1819148
421788,http://twitpic.com/6tc02 - Coco is not happy ,http - Coco is not happy ,0,0.66967565,0.29438224,0.03594218
374895,IT'S FRIDAY NITE AND IM IN THE HOUSE.....HAVN ANOTHER ONE OF THOSE DAYS ,IT'S FRIDAY NITE AND IM IN THE HOUSE.....HAVN ANOTHER ONE OF THOSE DAYS ,5,0.10850451,0.6621085,0.22938699
312255,happy birthday mum !!!! why soo early ,happy birthday mum !!!! why soo early ,2,0.002418446,0.018630568,0.97895104
888865,"@Whitlovesgreys haha sweet!  and dont feel pathetic, weekends are do nothing days. ","@user haha sweet!  and dont feel pathetic, weekends are do nothing days. ",5,0.027076544,0.15763797,0.81528544
1570733,@TheRealRyanHiga Yeay..finally found ur real twittr.. How r u doin? New vid is ready? cant wait.. ,@user Yeay..finally found ur real twittr.. How r u doin? New vid is ready? cant wait.. ,6,0.0016139057,0.051364675,0.94702137
942674,i am having such a procrastintor day! oh well. its my friday!!! ,i am having such a procrastintor day! oh well. its my friday!!! ,5,0.52192414,0.31906822,0.15900755
1103774,Is sunbathing  http://bit.ly/ThkGL  http://yfrog.com/0eslsj,Is sunbathing  http  http,0,0.040667783,0.8245787,0.13475339
1482950,@emzylla cool.congratulations!! celebrate over  drinks ,@user cool.congratulations!! celebrate over  drinks ,2,0.0011402612,0.011257786,0.987602
1564724,I'm trying to get files from A to B. I need to go to bed unless I want to lie in sick. ,I'm trying to get files from A to B. I need to go to bed unless I want to lie in sick. ,1,0.41964507,0.52622175,0.054133207
387044,Lots of birthday cards to make and lots of ideas on how to do them and not enough time ,Lots of birthday cards to make and lots of ideas on how to do them and not enough time ,2,0.19681719,0.546943,0.25623983
950004,@cerysshaw birthday card was shown on cbeebies. There was significant jumping in excitement and it was not by @cerysshaw ,@user birthday card was shown on cbeebies. There was significant jumping in excitement and it was not by @user ,2,0.04998528,0.34660587,0.6034089
452727,@WeTheTravis will you post another pic? please! my phones lame and wont let me look at the one you just put up. ,@user will you post another pic? please! my phones lame and wont let me look at the one you just put up. ,7,0.82413316,0.15377723,0.022089656
835442,@LoreleiSpencer Watch the video! lol ,@user Watch the video! lol ,6,0.027740953,0.4331931,0.5390659
1291669,@djjaycee on my way to LA for LeToya's video shoot for her next single  quick vacay!,@user on my way to LA for LeToya's video shoot for her next single  quick vacay!,6,0.0028194299,0.6395532,0.35762736
1251675,http://twitpic.com/6ff3v - Filip and Tindra down the water. Had a really good evening ! ,http - Filip and Tindra down the water. Had a really good evening ! ,0,0.0012853687,0.021260712,0.9774538
301610,Ugh I'm not tired at all ,Ugh I'm not tired at all ,1,0.12491869,0.30367246,0.5714088
657787,I don't feel like working.  http://plurk.com/p/129cgw,I don't feel like working.  http,0,0.9204412,0.07012398,0.009434698
122948,So much for getting lots of sleep! I have to be up in 6 hours ,So much for getting lots of sleep! I have to be up in 6 hours ,1,0.5522921,0.34007215,0.107635744
1363580,oohh..i hope it rains all day!! ,oohh..i hope it rains all day!! ,4,0.017136656,0.20355359,0.7793099
1353530,@briyana Its my birthday too!! Happy Birthday to ya!!!! ,@user Its my birthday too!! Happy Birthday to ya!!!! ,2,0.0010301702,0.0074606137,0.9915089
808804,@mpukRob :o Score! Want a pic with him for sure ,@user :o Score! Want a pic with him for sure ,7,0.001495763,0.097880125,0.9006242
532997,Has just had the best news to counteract Mondays super bad news. I'm all happy again. Although I found out I'm lactose intolerant today ,Has just had the best news to counteract Mondays super bad news. I'm all happy again. Although I found out I'm lactose intolerant today ,5,0.02954967,0.083707675,0.8867427
557162,Everytime I fall asleep before midnight I wake up at some insane hour  gotta sleep till at least 8!,Everytime I fall asleep before midnight I wake up at some insane hour  gotta sleep till at least 8!,1,0.44024345,0.4472134,0.11254303
158008,didn't get the PE that i wanted.  http://plurk.com/p/wx3d2,didn't get the PE that i wanted.  http,0,0.8399235,0.14414364,0.015933083
1468128,"I was very sceptically at the beginning, to I it tried out and which I was to say it functioned really  ---&gt; http://www.winplace.at","I was very sceptically at the beginning, to I it tried out and which I was to say it functioned really  ---&gt; http",0,0.3681095,0.5814117,0.05047879
500541,D'oh! Fell asleep on the couch for two hours. Now I bet I won't be able to get to sleep at bedtime. ,D'oh! Fell asleep on the couch for two hours. Now I bet I won't be able to get to sleep at bedtime. ,1,0.870541,0.11466112,0.014797854
122533,It sucks to be awake. ,It sucks to be awake. ,1,0.9357419,0.054117903,0.010140074
1291756,rain...  love the rain,rain...  love the rain,4,0.007458832,0.044571,0.94797015
66961,tuesday at 11:18 pahleaaaaaaaaase come soon ,tuesday at 11:18 pahleaaaaaaaaase come soon ,5,0.008167321,0.56812924,0.42370328
232148,dang this girl is chatting my ear off.  my love/hate relationship with geminis.,dang this girl is chatting my ear off.  my love/hate relationship with geminis.,2,0.8632341,0.11663827,0.020127673
930251,http://twitpic.com/4yqux - working hard in commerce ,http - working hard in commerce ,0,0.018361172,0.54476094,0.43687797
1009409,@AubreyODay  Me thinks you have a pic twin.I swear Mel B resembles u in this one  http://tinyurl.com/olakwd,@user  Me thinks you have a pic twin.I swear Mel B resembles u in this one  http,7,0.03259626,0.6182223,0.34918135
1206893,Working on a Birthday card for my cousin... ,Working on a Birthday card for my cousin... ,2,0.0069316803,0.67394155,0.31912675
599495,@mariecyphers hmmm I don't have a hairdresser here in tga.   I don't know where to go. I just keep going to Just Cuts instead!,@user hmmm I don't have a hairdresser here in tga.   I don't know where to go. I just keep going to Just Cuts instead!,3,0.7287421,0.24714172,0.024116047
1571515,i got my hair done!! and im half way done painting my room i should be done around tomorrow or Wednesday  summer school is going well ,i got my hair done!! and im half way done painting my room i should be done around tomorrow or Wednesday  summer school is going well ,3,0.0013889649,0.041460015,0.95715094
795347,"#Bootcamp in the rain means cold on the skytrain. Why didn't I bring a sweater today??  On a plus note, I'll be on time for work this am.","#Bootcamp in the rain means cold on the skytrain. Why didn't I bring a sweater today??  On a plus note, I'll be on time for work this am.",4,0.4811656,0.3921092,0.1267253
1454409,is sorting out her birthday presents! ,is sorting out her birthday presents! ,2,0.024435785,0.41888225,0.55668205
1167081,DO SOMETHING! http://bit.ly/pO9Yu  ,DO SOMETHING! http  ,0,0.4389954,0.45696068,0.10404398
363932,@handpecked It sucks dude... I woke up all early and shit to start prepping and its just non-stop rain. Weather Channel is depressing ,@user It sucks dude... I woke up all early and shit to start prepping and its just non-stop rain. Weather Channel is depressing ,4,0.9710118,0.02440022,0.0045879623
1239071,"I thought about writing this post, then I figured it was _too_simple_... looks like scott did it anyway   http://bit.ly/QwDmK","I thought about writing this post, then I figured it was _too_simple_... looks like scott did it anyway   http",0,0.21261932,0.5984081,0.18897252
858838,early birthday presents put me in such a good mood! taking ash to airport then dinner with j ,early birthday presents put me in such a good mood! taking ash to airport then dinner with j ,2,0.0009298831,0.010400214,0.9886697
1485367,Just got a page sorted on Bebo  http://www.bebo.com/littlequiz,Just got a page sorted on Bebo  http,0,0.013532617,0.72363305,0.2628343
429208,sometimes I really hate waking up for work this early.....just wanna sleep ,sometimes I really hate waking up for work this early.....just wanna sleep ,1,0.91684437,0.06861231,0.014543164
1533287,@pablosbrain thanks for the bday wishes. Calls for a celebration with martinis. ,@user thanks for the bday wishes. Calls for a celebration with martinis. ,2,0.0010970194,0.026981028,0.97192186
481336,@purebelter mine didnt  im all curlyness,@user mine didnt  im all curlyness,3,0.25533396,0.63964665,0.10501946
18829,So tired.. haven't slept ,So tired.. haven't slept ,1,0.75239766,0.21362081,0.03398144
1369904,"http://twitpic.com/6puv4 - Our keychains, hanging up... Hahaha ","http - Our keychains, hanging up... Hahaha ",0,0.08328177,0.65269315,0.26402506
1354657,i cut my hair hehe ,i cut my hair hehe ,3,0.02150329,0.5681193,0.41037738
951616,please follow https://twitter.com/ilovespeidi_xo ,please follow http ,0,0.0128037715,0.5827378,0.4044585
1246905,Just got home from surprise birthday drinks for my mate dan which I organized! I wish someone would throw me a surprise party! ,Just got home from surprise birthday drinks for my mate dan which I organized! I wish someone would throw me a surprise party! ,2,0.006562652,0.121368736,0.87206864
1182092,"the only site I need baby, my own head ","the only site I need baby, my own head ",0,0.042717084,0.47357735,0.4837056
823053,is typing something for fatherrr  http://plurk.com/p/ox8ee,is typing something for fatherrr  http,0,0.12179931,0.82117486,0.05702581
1295973,"is signing out..,  http://plurk.com/p/xwtg5","is signing out..,  http",0,0.16069412,0.8038895,0.035416428
1368596,@troybob http://kiwii.org has some videos starring you ,@user http has some videos starring you ,6,0.018537752,0.751757,0.22970532
1120431,http://twitpic.com/69yac - how i spend my weekends ,http - how i spend my weekends ,0,0.05664655,0.83430815,0.10904532
1127571,http://twitpic.com/6aee4 - - how liberating....no make-up. ,http - - how liberating....no make-up. ,0,0.056698363,0.27490914,0.6683924
1296892,Happy Birthday @leannepcrowley!  Hope you have a great day!  Wish I were in LA to celebrate with you ,Happy Birthday @user!  Hope you have a great day!  Wish I were in LA to celebrate with you ,2,0.0011055496,0.005256664,0.99363786
654295,Friday. Love it. But miss Jacob  x,Friday. Love it. But miss Jacob  x,5,0.009148405,0.05123151,0.9396201
13833,@Miss_Suse T'was the glyphoto...I wish you could've came  How are you?,@user T'was the glyphoto...I wish you could've came  How are you?,7,0.09190432,0.58217704,0.3259187
425130,"Why did I look at the weather forecast? Heavy rain, heavy rain, heavy rain for the few days ","Why did I look at the weather forecast? Heavy rain, heavy rain, heavy rain for the few days ",4,0.5869152,0.36906582,0.04401893
370264,big pary tomorrow wish me luck 80 people coming and it might rain  i'll k.i.t,big pary tomorrow wish me luck 80 people coming and it might rain  i'll k.i.t,4,0.004068964,0.14163224,0.8542988
1357416,Smooth straight hair ,Smooth straight hair ,3,0.018095506,0.63026184,0.35164273
67069,sad the weekend is almost over ,sad the weekend is almost over ,5,0.56043255,0.35136783,0.088199586
810520,Feels like cutting his hair. Ideas anyone? I will be doing it no later than 4pm ,Feels like cutting his hair. Ideas anyone? I will be doing it no later than 4pm ,3,0.107840784,0.804438,0.087721124
114712,"God damn rain, i cant skate  Oh well apple shampoo...","God damn rain, i cant skate  Oh well apple shampoo...",3,0.8985974,0.08712594,0.014276748
661731,"My hair's in that awkward in between stage - i'm trying to let it grow, but now is not cooperating with anything i try to do with it. ","My hair's in that awkward in between stage - i'm trying to let it grow, but now is not cooperating with anything i try to do with it. ",3,0.69349235,0.27863932,0.027868338
964897,had a shower and now wearing the weirdest hairstyle ever  i look like a palm tree or an animal  (: Gonna watch a movie xXx Good night &lt;3,had a shower and now wearing the weirdest hairstyle ever  i look like a palm tree or an animal  (: Gonna watch a movie xXx Good night &lt;3,3,0.027701031,0.1567568,0.81554216
926332,@nastrus Was it a good birthday for you?  My mom seemed to have a good time.,@user Was it a good birthday for you?  My mom seemed to have a good time.,2,0.005310134,0.083433986,0.9112559
1016516,goooooood morning  i am going to be late as always ! my hair is still wet haha,goooooood morning  i am going to be late as always ! my hair is still wet haha,3,0.12428483,0.35764018,0.5180749
